,Year,Transmission,Owner_Type,Engine (CC),Power (bhp),Price
1483,2012.0,0,2,1395.0,184,18.0
1484,2016.0,1,0,1395.0,138.02,11.64
1485,2019.0,1,0,2982.0,171,8.99
1486,2009.0,0,0,1896.0,105,5.25
1487,2011.0,1,0,1396.0,90,2.95
1488,2013.0,1,2,1248.0,88.76,2.65
1489,2013.0,1,0,1598.0,103.6,4.0
1490,2016.0,0,0,1582.0,126.2,12.5
1491,2014.0,1,0,1197.0,85.8,3.25
1492,2008.0,1,0,1997.0,141.1,4.0
1493,2012.0,1,2,2179.0,140,6.25
1494,2016.0,1,0,1498.0,108.62,5.8
1495,2015.0,1,0,1193.0,88.7,5.0
1496,2016.0,0,0,2993.0,270.88,58.73
1497,2018.0,0,0,1798.0,138.03,17.49
1498,2011.0,1,2,998.0,66.1,1.95
1499,2007.0,0,0,2354.0,142,3.0
1500,2014.0,1,0,1197.0,168.5,5.5
1501,2013.0,0,0,2982.0,168.5,16.5
1502,2011.0,0,2,1796.0,186,14.5
1503,2016.0,1,0,1248.0,74,7.79
1504,2017.0,1,0,1248.0,88.76,8.27
1505,2019.0,0,0,2993.0,255,97.07
1506,2012.0,1,0,1598.0,102.5,2.15
1507,2008.0,0,2,1799.0,130,3.0
1508,2014.0,0,0,1995.0,184,28.79
1509,2011.0,0,0,1968.0,138.1,5.45
1510,2013.0,1,0,1248.0,74,3.95
1511,2013.0,0,0,1984.0,150,16.0
1512,2013.0,1,0,1298.0,85.8,4.25
1513,2014.0,0,0,2179.0,187.7,34.5
1514,2008.0,0,3,2354.0,177.6,2.6
1515,2017.0,1,0,2494.0,100.6,13.48
1516,2018.0,1,0,2982.0,168.5,32.1
1517,2018.0,1,0,1199.0,88.7,6.17
1518,2015.0,1,0,1497.0,118,5.5
1519,2017.0,0,0,1248.0,73.75,9.15
1520,2014.0,1,0,1461.0,84.8,4.5
1521,2014.0,1,0,2494.0,100.6,10.5
1522,2016.0,1,0,1198.0,86.8,5.37
1523,2012.0,1,0,1598.0,103.6,5.45
1524,2016.0,1,0,2179.0,140,9.25
1525,2016.0,1,0,1498.0,98.96,7.7
1526,2012.0,1,0,1968.0,108.49,7.99
1527,2012.0,1,0,1197.0,78.9,3.0
1528,2005.0,1,0,2494.0,102,4.0
1529,2018.0,1,0,1248.0,88.7,6.69
1530,2014.0,1,0,1248.0,74,4.25
1531,2017.0,0,0,1498.0,108.4,10.5
1532,2019.0,1,0,2393.0,147.8,22.55
1533,2014.0,1,2,1591.0,121.3,5.2
1534,2019.0,1,0,1497.0,117.3,11.87
1535,2014.0,1,0,1498.0,98.6,6.99
1536,2011.0,1,0,1598.0,103.6,5.0
1537,2014.0,0,0,2967.0,236,44.0
1538,2015.0,1,0,796.0,47.3,2.79
1539,2012.0,1,2,1248.0,88.8,2.9
1540,2016.0,1,0,1591.0,121.3,9.85
1541,2014.0,0,0,2987.0,224,49.0
1542,2016.0,1,0,2498.0,105,9.25
1543,2011.0,1,2,1582.0,126.3,3.75
1544,2017.0,1,0,1498.0,99,7.29
1545,2016.0,0,0,1496.0,113.98,23.5
1546,2013.0,1,0,796.0,35,2.6
1547,2015.0,1,2,1461.0,65,3.1
1548,2016.0,0,0,2143.0,203,29.98
1549,2016.0,1,0,1461.0,108.45,6.73
1550,2016.0,1,0,1248.0,74,3.5
1551,2011.0,1,0,1198.0,73.9,2.35
1552,2017.0,1,0,2179.0,140,16.13
1553,2014.0,1,0,1198.0,74,5.9
1554,2012.0,1,0,1197.0,85.8,3.9
1555,2005.0,1,0,1598.0,102,1.5
1556,2012.0,1,0,2494.0,102,6.95
1557,2015.0,1,0,1498.0,98.6,7.0
1558,2017.0,1,0,1198.0,73.75,7.23
1559,2012.0,1,0,1248.0,88.8,3.81
1560,2012.0,1,3,1197.0,85.8,4.5
1561,2017.0,1,0,2967.0,126.2,12.6
1562,2015.0,0,0,2967.0,241.4,48.0
1563,2010.0,1,0,796.0,46.3,2.96
1564,2014.0,1,0,1498.0,98.6,3.25
1565,2011.0,0,2,1968.0,167.7,8.5
1566,2013.0,0,0,1582.0,126.24,8.75
1567,2011.0,1,0,998.0,67.1,3.08
1568,2017.0,0,0,1999.0,148.31,41.5
1569,2016.0,1,0,1497.0,117.3,7.0
1570,2011.0,0,2,1991.0,181.03,11.5
1571,2011.0,1,0,998.0,67.04,2.6
1572,2014.0,1,0,1582.0,126.3,4.3
1573,2017.0,1,0,1373.0,80.46,8.35
1574,2017.0,0,0,1968.0,141,24.9
1575,2011.0,0,0,1995.0,177,13.75
1576,2014.0,1,0,1186.0,73.97,3.85
1577,2014.0,0,0,2143.0,201.1,23.25
1578,2012.0,1,0,2523.0,82,7.0
1579,2015.0,1,0,1197.0,82,5.75
1580,2008.0,1,2,1197.0,78.9,1.65
1581,2012.0,1,0,1968.0,138.1,6.5
1582,2011.0,0,0,1968.0,245,7.5
1583,2019.0,0,0,2967.0,245,72.94
1584,2010.0,1,2,2982.0,171,11.0
1585,2013.0,1,0,1061.0,67,3.02
1586,2013.0,1,0,814.0,55.2,3.32
1587,2013.0,1,0,1198.0,86.8,3.24
1588,2015.0,1,0,796.0,47.3,2.35
1589,2013.0,1,0,2523.0,62.1,5.5
1590,2015.0,1,0,1497.0,117.3,6.75
1591,2015.0,1,0,1598.0,103.52,6.15
1592,2016.0,1,0,1197.0,81.8,5.45
1593,2013.0,1,2,814.0,55.2,2.3
1594,2015.0,1,0,1197.0,83.14,6.21
1595,2014.0,0,0,1198.0,76,5.21
1596,2008.0,0,0,4134.0,250,11.99
1597,2010.0,1,0,1248.0,75,3.1
1598,2017.0,1,0,2179.0,138.03,7.5
1599,2016.0,1,0,1498.0,88.8,4.0
1600,2016.0,1,0,1497.0,117.3,7.73
1601,2015.0,1,0,1497.0,37,7.8
1602,2011.0,1,0,796.0,37,1.3
1603,2014.0,1,0,1498.0,88.8,4.42
1604,2009.0,0,0,1991.0,147.9,4.0
1605,2016.0,1,0,2179.0,140,13.0
1606,2015.0,1,0,1498.0,98.6,5.38
1607,2011.0,1,2,1197.0,80,3.25
1608,2016.0,0,0,998.0,67,3.87
1609,2014.0,0,2,1968.0,138.03,8.25
1610,2018.0,1,0,1373.0,91.1,9.28
1611,2012.0,0,0,2179.0,120,6.25
1612,2008.0,1,2,1150.0,74.9,1.15
1613,2016.0,1,0,1373.0,91.2,7.8
1614,2012.0,1,0,1396.0,90,4.5
1615,2018.0,1,0,1199.0,88.7,7.56
1616,2017.0,1,0,2179.0,140,16.08
1617,2012.0,1,0,1197.0,80,4.5
1618,2012.0,1,0,1582.0,126.32,5.0
1619,2011.0,1,0,1086.0,68.05,2.2
1620,2014.0,0,0,998.0,67.04,4.0
1621,2012.0,1,0,1199.0,73.9,2.51
1622,2015.0,1,0,1248.0,74,4.75
1623,2008.0,1,2,1086.0,66.7,2.0
1624,2010.0,1,2,1197.0,78.9,2.1
1625,2013.0,0,0,1499.0,110,6.25
1626,2011.0,0,2,2987.0,210,10.6
1627,2017.0,1,0,1248.0,74,6.0
1628,2004.0,1,2,796.0,37,0.45
1629,2010.0,1,3,1298.0,88.2,2.5
1630,2018.0,1,0,1591.0,121.3,12.75
1631,2017.0,0,0,1995.0,190,30.29
1632,2006.0,1,0,1299.0,70,1.6
1633,2017.0,1,0,1498.0,89.84,7.54
1634,2015.0,1,0,1373.0,91.1,6.84
1635,2012.0,0,0,1968.0,167.7,6.0
1636,2017.0,1,0,1498.0,98.6,8.0
1637,2016.0,0,0,1968.0,174.33,24.74
1638,2017.0,1,0,1120.0,70,5.5
1639,2013.0,0,0,2987.0,224,36.0
1640,2013.0,1,0,2494.0,100.6,11.79
1641,2011.0,1,2,1498.0,97.7,3.0
1642,2011.0,0,2,1968.0,138.1,6.75
1643,2006.0,1,0,1399.0,92.7,1.4
1644,2014.0,1,0,1498.0,98.6,5.75
1645,2010.0,1,0,1248.0,73.9,3.4
1646,2011.0,1,2,1198.0,73.9,4.89
1647,2013.0,1,0,1598.0,102.5,4.95
1648,2013.0,0,2,998.0,66.1,3.49
1649,2011.0,1,0,1364.0,118,3.85
1650,2014.0,1,0,1497.0,118,6.35
1651,2017.0,0,0,1197.0,82,7.08
1652,2017.0,0,0,1999.0,177,38.0
1653,2012.0,1,0,2179.0,120,6.25
1654,2011.0,0,0,1796.0,186,10.15
1655,2014.0,0,0,1798.0,157.75,10.75
1656,2012.0,0,0,1991.0,147.9,4.65
1657,2010.0,1,0,2179.0,120,4.75
1658,2015.0,1,0,1591.0,121.3,7.78
1659,2016.0,1,0,1396.0,90,6.75
1660,2008.0,0,0,1497.0,78,2.99
1661,2013.0,1,0,1197.0,78.9,2.35
1662,2013.0,1,0,1498.0,98.6,3.65
1663,2012.0,1,2,998.0,67.04,2.74
1664,2013.0,1,0,1198.0,86.8,3.5
1665,2014.0,1,0,1197.0,80,4.76
1666,2016.0,1,0,1598.0,103.2,6.2
1667,2008.0,1,2,1896.0,66,2.35
1668,2014.0,0,0,2143.0,204,24.5
1669,2013.0,1,0,1598.0,102.57,6.0
1670,2017.0,1,0,814.0,55.2,3.65
1671,2016.0,1,2,1197.0,85.8,6.26
1672,2011.0,1,2,1461.0,241.4,2.1
1673,2015.0,0,0,2967.0,241.4,32.95
1674,2018.0,1,0,1197.0,81.83,7.8
1675,2014.0,1,0,1198.0,86.8,4.25
1676,2014.0,1,0,1298.0,85.8,4.86
1677,2017.0,1,0,1197.0,81.86,4.9
1678,2014.0,1,0,2498.0,112,7.06
1679,2015.0,0,0,1798.0,189,4.5
1680,2011.0,1,0,998.0,67.1,3.22
1681,2014.0,1,0,1199.0,73.9,3.25
1682,2016.0,0,0,2143.0,82,4.53
1683,2017.0,0,0,2143.0,170,34.78
1684,2014.0,0,0,1591.0,121.3,6.5
1685,2010.0,1,0,1172.0,67,2.25
1686,2011.0,1,2,2494.0,100,8.0
1687,2017.0,0,0,1493.0,100,8.37
1688,2015.0,1,0,1498.0,88.8,5.39
1689,2018.0,0,0,1995.0,190,37.3
1690,2018.0,0,0,2987.0,254.79,70.8
1691,2012.0,0,0,2987.0,254.8,22.25
1692,2018.0,1,0,1197.0,81.86,6.03
1693,2011.0,0,0,1798.0,157.75,4.9
1694,2013.0,0,0,1197.0,78.9,3.96
1695,2011.0,1,0,1396.0,90,4.6
1696,2011.0,1,2,2179.0,120,5.5
1697,2013.0,1,0,1198.0,86.8,3.25
1698,2017.0,1,0,1197.0,81.83,6.25
1699,2007.0,1,1,2499.0,143,3.0
1700,2011.0,1,0,1493.0,110,4.25
1701,2011.0,1,0,2982.0,171,12.25
1702,2011.0,0,2,1995.0,184,10.95
1703,2013.0,0,0,2982.0,168.5,16.5
1704,2018.0,0,0,1199.0,88.76,7.8
1705,2013.0,1,0,1086.0,68.05,3.7
1706,2012.0,1,0,1197.0,80,4.0
1707,2015.0,0,0,1995.0,187.74,26.75
1708,2016.0,0,0,1968.0,181,28.03
1709,2017.0,1,0,1197.0,81.8,5.44
1710,2017.0,0,0,1197.0,83.1,6.2
1711,2005.0,1,0,1495.0,94,0.9
1712,2016.0,1,0,1197.0,85.8,3.95
1713,2011.0,1,2,624.0,35,0.44
1714,2012.0,1,0,1399.0,68,2.75
1715,2011.0,0,0,1968.0,167.7,7.5
1716,2010.0,1,2,1248.0,93,2.5
1717,2015.0,1,0,2489.0,93.7,5.0
1718,2013.0,1,0,998.0,67.1,3.6
1719,2012.0,1,0,1496.0,88.7,3.99
1720,2015.0,1,0,1197.0,82,5.64
1721,2014.0,1,0,2494.0,100,12.0
1722,2008.0,1,0,1405.0,62,0.7
1723,2015.0,0,0,1995.0,184,19.0
1724,2017.0,0,0,3198.0,103.25,30.48
1725,2017.0,1,0,1462.0,103.25,8.2
1726,2015.0,1,0,1498.0,99,7.55
1727,2007.0,1,3,1150.0,74.9,0.99
1728,2011.0,0,0,1497.0,118,4.15
1729,2016.0,1,0,1498.0,97.6,6.2
1730,2016.0,1,0,1197.0,85.8,4.4
1731,2012.0,1,0,1399.0,68,2.1
1732,2011.0,1,0,1248.0,75,2.2
1733,2018.0,1,0,1197.0,81.86,8.34
1734,2014.0,1,0,1248.0,74,4.35
1735,2014.0,1,0,1498.0,89.84,6.8
1736,2010.0,1,0,1248.0,73.9,3.3
1737,2016.0,1,0,1197.0,82,5.04
1738,2012.0,0,0,2953.0,153.86,9.2
1739,2014.0,1,0,1199.0,73.9,5.7
1740,2018.0,1,0,1493.0,100,8.48
1741,2013.0,0,0,2993.0,306,48.0
1742,2012.0,1,0,1461.0,108.45,6.1
1743,2010.0,1,0,998.0,67.04,2.75
1744,2017.0,1,0,1248.0,88.5,8.0
1745,2010.0,1,0,796.0,46.3,1.85
1746,2015.0,0,0,998.0,67,3.85
1747,2017.0,1,0,1196.0,73,4.74
1748,2013.0,1,0,1461.0,108.45,5.63
1749,2011.0,1,0,1061.0,64,2.62
1750,2015.0,1,0,1598.0,102.53,4.9
1751,2006.0,1,0,1799.0,130,2.65
1752,2012.0,1,0,2179.0,140,5.99
1753,2011.0,1,2,1461.0,64.1,2.4
1754,2017.0,1,0,999.0,67,4.25
1755,2013.0,0,0,2967.0,240,40.0
1756,2008.0,1,2,1248.0,74,2.7
1757,2016.0,1,0,1198.0,67,2.99
1758,2011.0,1,0,1197.0,80,3.4
1759,2016.0,1,2,1995.0,190,30.8
1760,2012.0,1,0,1248.0,88.8,5.85
1761,2014.0,1,0,1197.0,82,4.0
1762,2011.0,0,0,2996.0,254,14.12
1763,2011.0,1,0,1998.0,163.7,4.55
1764,2015.0,0,0,2987.0,165,38.0
1765,2011.0,1,0,1248.0,73.9,2.9
1766,2007.0,0,2,1796.0,186,6.0
1767,2016.0,1,0,1197.0,81.83,6.95
1768,2014.0,1,0,998.0,68.05,2.75
1769,2014.0,1,0,1248.0,74,5.1
1770,2017.0,1,0,1197.0,81.83,6.75
1771,2014.0,1,0,1197.0,85.8,3.69
1772,2013.0,1,0,1248.0,74,5.45
1773,2018.0,1,0,1199.0,88.7,9.29
1774,2015.0,0,2,1197.0,81.86,4.0
1775,2013.0,1,0,1198.0,86.7,2.9
1776,2013.0,1,0,1591.0,121.3,5.25
1777,2014.0,1,0,1497.0,116.3,5.75
1778,2017.0,1,0,1591.0,121.3,13.12
1779,2014.0,1,0,2179.0,140,7.83
1780,2013.0,1,0,998.0,58.16,3.15
1781,2013.0,1,0,2494.0,102,10.4
1782,2012.0,1,0,1248.0,74,4.35
1783,2017.0,0,0,998.0,67,5.23
1784,2016.0,1,0,1197.0,81.86,6.01
1785,2014.0,1,0,1498.0,98.6,4.4
1786,2010.0,0,0,1995.0,181,12.75
1787,2011.0,1,0,1196.0,70,2.4
1788,2018.0,1,0,1198.0,73.75,5.71
1789,2015.0,1,2,1498.0,89.84,5.49
1790,2004.0,1,2,1343.0,90,1.3
1791,2014.0,1,0,2179.0,140,8.5
1792,2012.0,1,0,2982.0,168.5,12.99
1793,2017.0,1,0,1197.0,81.86,5.0
1794,2017.0,0,0,1248.0,73.75,9.0
1795,2016.0,1,0,1248.0,74,5.22
1796,2012.0,1,0,1198.0,73.9,3.8
1797,2019.0,1,0,1197.0,78.9,7.27
1798,2016.0,1,0,1197.0,81.8,5.1
1799,2013.0,0,0,2143.0,203,29.0
1800,2013.0,1,0,998.0,67.1,2.9
1801,2012.0,1,0,624.0,35,1.38
1802,2011.0,1,0,1798.0,157.8,5.5
1803,2016.0,0,0,1197.0,103.5,7.25
1804,2014.0,1,0,1582.0,126.32,6.98
1805,2017.0,1,0,1248.0,74,5.25
1806,2013.0,1,0,814.0,55.2,1.95
1807,2014.0,0,0,1968.0,174.33,24.5
1808,2013.0,1,0,2494.0,100,8.31
1809,2012.0,0,0,2987.0,254.8,36.0
1810,2015.0,1,0,1120.0,71,5.5
1811,2011.0,0,0,2354.0,177.6,5.89
1812,2016.0,1,0,1498.0,103.2,7.95
1813,2010.0,1,0,1197.0,80,2.75
1814,2012.0,1,0,1582.0,126.24,6.25
1815,2015.0,1,0,1399.0,68.05,4.95
1816,2019.0,1,0,1197.0,81.83,6.27
1817,2017.0,1,0,1582.0,126.2,8.65
1818,2014.0,1,0,1197.0,82,3.5
1819,2015.0,0,0,1968.0,174.3,35.0
1820,2015.0,1,0,1298.0,85.8,4.45
1821,2012.0,1,0,1197.0,80,2.65
1822,2017.0,1,0,1198.0,77,4.7
1823,2014.0,0,0,1582.0,126.2,8.9
1824,2017.0,1,0,1956.0,170,17.45
1825,2017.0,1,0,1248.0,88.5,9.58
1826,2012.0,1,0,1798.0,138.03,6.22
1827,2013.0,1,0,2179.0,140,7.8
1828,2016.0,0,0,1995.0,190,27.75
1829,2015.0,1,2,1396.0,88.73,7.0
1830,2017.0,0,0,2987.0,254.79,64.87
1831,2013.0,1,2,1998.0,163.7,6.5
1832,2011.0,1,2,1197.0,80,2.7
1833,2012.0,1,2,1198.0,86.8,2.5
1834,2013.0,1,0,1461.0,84.8,3.9
1835,2015.0,1,0,1198.0,73.9,3.95
1836,2010.0,1,2,1197.0,78.9,2.1
1837,2009.0,0,3,1991.0,147.9,3.5
1838,2007.0,1,2,1086.0,68.05,2.0
1839,2014.0,1,0,1248.0,88.76,5.35
1840,2013.0,0,0,1595.0,98.6,3.8
1841,2016.0,0,0,1595.0,122,17.25
1842,2018.0,1,0,1197.0,81.86,5.53
1843,2009.0,1,3,1197.0,78.9,1.95
1844,2017.0,1,0,1248.0,74,8.2
1845,1999.0,1,0,1343.0,90,0.9
1846,2013.0,1,3,2494.0,100.6,6.5
1847,2014.0,0,0,1998.0,112,19.41
1848,2016.0,1,0,1368.0,112.4,6.58
1849,2011.0,1,2,1399.0,92.7,2.1
1850,2008.0,1,2,1086.0,68.05,2.0
1851,2015.0,1,0,1120.0,71,3.7
1852,2014.0,0,0,998.0,67.04,3.8
1853,2014.0,1,0,1197.0,78.9,3.25
1854,2015.0,1,0,1461.0,83.8,5.53
1855,2011.0,0,2,1995.0,190,10.9
1856,2018.0,1,0,1197.0,82,5.1
1857,2007.0,1,2,999.0,62,2.2
1858,2009.0,1,2,995.0,62,1.6
1859,2018.0,1,0,1497.0,117.3,11.25
1860,2013.0,1,0,1598.0,103.6,5.9
1861,2012.0,0,0,2982.0,169,14.4
1862,2011.0,1,0,1497.0,118,3.6
1863,2017.0,0,0,1995.0,190,40.5
1864,2014.0,0,2,1968.0,174.3,38.95
1865,2014.0,1,0,1248.0,73.94,3.6
1866,2016.0,0,0,1498.0,103.2,7.12
1867,2016.0,1,0,1498.0,98.6,7.52
1868,2012.0,0,2,1968.0,140.8,10.35
1869,2014.0,1,0,1598.0,103.52,7.0
1870,2011.0,1,0,2982.0,171,10.85
1871,2010.0,1,0,1991.0,123.7,2.35
1872,2014.0,1,0,1196.0,73,2.9
1873,2017.0,1,0,1373.0,91.1,7.65
1874,2016.0,1,0,1248.0,88.5,6.4
1875,2014.0,1,0,2494.0,100.6,10.1
1876,2014.0,1,0,1197.0,85.8,4.25
1877,2019.0,0,0,2755.0,171.5,19.65
1878,2017.0,1,0,1396.0,69,4.4
1879,2012.0,1,0,1197.0,82.85,3.25
1880,2012.0,1,0,1399.0,68,2.8
1881,2015.0,1,0,1248.0,73.74,4.3
1882,2006.0,1,3,1399.0,68,1.55
1883,2007.0,1,2,2354.0,152,4.7
1884,2017.0,1,0,1199.0,88.7,7.07
1885,2018.0,0,0,2987.0,258,79.0
1886,2018.0,1,0,1197.0,81.86,5.75
1887,2012.0,1,0,1197.0,85.8,3.25
1888,2017.0,0,0,1498.0,108.495,8.89
1889,2015.0,1,0,1497.0,117.3,5.9
1890,2016.0,1,0,1199.0,88.7,4.95
1891,2014.0,1,0,1248.0,75,3.75
1892,2017.0,0,0,1582.0,126.2,10.97
1893,2014.0,0,2,2967.0,241.4,24.94
1894,2014.0,1,0,814.0,55.2,1.97
1895,2010.0,1,2,1399.0,68,1.4
1896,2018.0,1,0,1198.0,73.75,7.27
1897,2013.0,1,0,1461.0,84.8,4.0
1898,2015.0,1,0,1199.0,88.7,4.75
1899,2015.0,1,0,1197.0,80,5.1
1900,2012.0,0,0,2967.0,241.4,16.11
1901,2014.0,0,0,2696.0,184,10.55
1902,2017.0,0,0,2755.0,174.5,30.0
1903,2002.0,1,0,1896.0,66,1.6
1904,2018.0,0,0,2148.0,170,18.49
1905,2018.0,1,0,1373.0,91.1,9.96
1906,2013.0,1,2,1248.0,74,4.75
1907,2002.0,1,3,2446.0,75,3.65
1908,2012.0,0,2,2495.0,218,15.5
1909,2013.0,1,0,2835.0,116.9,11.82
1910,2008.0,1,0,1794.0,125,2.05
1911,2016.0,1,0,998.0,58.16,3.3
1912,2013.0,1,0,796.0,34.2,2.25
1913,2014.0,0,0,1968.0,174.33,20.12
1914,2017.0,1,0,1197.0,81.86,4.95
1915,2016.0,1,0,1498.0,98.6,7.48
1916,2004.0,0,2,1796.0,157.7,5.5
1917,2005.0,1,2,1493.0,100,1.7
1918,2013.0,0,0,1968.0,147.51,13.19
1919,2012.0,1,0,1197.0,85.8,3.85
1920,2016.0,1,0,1248.0,73.75,5.75
1921,2012.0,1,0,2179.0,140,9.0
1922,2012.0,1,0,1199.0,79.4,2.21
1923,2017.0,1,0,1498.0,98.96,8.09
1924,2017.0,0,0,2993.0,258,48.63
1925,2015.0,0,2,1968.0,174.3,39.47
1926,2015.0,0,2,1995.0,190,22.24
1927,2009.0,0,0,1197.0,80,2.6
1928,2016.0,0,0,1582.0,126.2,12.0
1929,2014.0,0,0,1968.0,174.33,18.0
1930,2007.0,0,3,3498.0,364.9,9.99
1931,2012.0,1,0,1197.0,78.9,2.45
1932,2017.0,1,0,1498.0,98.96,8.99
1933,2011.0,1,0,1598.0,103.6,3.15
1934,2017.0,1,0,1248.0,73.75,8.2
1935,2016.0,1,0,1997.0,120,11.5
1936,2016.0,1,0,1396.0,88.73,7.3
1937,2008.0,1,0,796.0,46.3,1.59
1938,2015.0,1,2,1197.0,78.9,3.15
1939,2015.0,1,2,2179.0,120,8.5
1940,2010.0,1,0,1199.0,75,3.0
1941,2012.0,0,0,2993.0,258,21.0
1942,2016.0,1,0,1498.0,98.6,7.75
1943,2013.0,0,0,2148.0,170,23.0
1944,2016.0,0,0,2179.0,140,13.75
1945,2017.0,0,0,1497.0,117.3,8.29
1946,2014.0,1,0,1248.0,74,5.79
1947,2017.0,0,0,2143.0,170,30.5
1948,2011.0,1,0,1497.0,118,3.8
1949,2014.0,1,0,2956.0,83.8,4.45
1950,2012.0,1,0,1197.0,82.85,3.3
1951,2009.0,1,2,1248.0,91.2,1.75
1952,2011.0,0,2,1799.0,130,5.5
1953,2017.0,1,0,1582.0,126.2,13.35
1954,2017.0,0,2,1968.0,143,22.5
1955,2013.0,1,2,1591.0,121.3,5.25
1956,2011.0,1,0,1396.0,90,3.75
1957,2015.0,1,0,1498.0,98.6,6.32
1958,2018.0,0,0,1582.0,126.32,7.75
1959,2006.0,1,2,1596.0,101,1.37
1960,2010.0,1,0,1197.0,78.9,2.1
1961,2016.0,1,0,1248.0,88.5,9.3
1962,2015.0,1,0,2494.0,100.6,12.0
1963,2017.0,0,0,2143.0,136,23.5
1964,2006.0,1,0,796.0,46.3,1.8
1965,2013.0,0,2,2143.0,170,12.5
1966,2015.0,1,0,1248.0,74,4.74
1967,2016.0,1,0,1197.0,82,5.43
1968,2018.0,0,2,2982.0,168.5,31.62
1969,2011.0,1,0,1998.0,132,6.3
1970,2017.0,1,0,1498.0,98.59,8.45
1971,2016.0,1,0,1196.0,86.8,5.0
1972,2011.0,1,0,2982.0,171,13.0
1973,2012.0,1,0,1197.0,85.8,4.7
1974,2018.0,0,0,2979.0,320,93.67
1975,2012.0,1,0,1798.0,160,3.3
1976,2009.0,1,2,1061.0,67,1.51
1977,2013.0,1,0,1461.0,108.45,6.09
1978,2015.0,1,0,1373.0,91.1,5.95
1979,2012.0,1,0,1582.0,126.24,9.0
1980,2015.0,0,0,1498.0,103.52,4.25
1981,2013.0,0,0,2143.0,170,23.5
1982,2011.0,0,0,2354.0,177.6,6.35
1983,2014.0,1,0,998.0,67.04,3.4
1984,2017.0,0,0,2979.0,320,93.0
1985,2014.0,0,0,1995.0,190,21.6
1986,2011.0,1,0,1598.0,103.6,4.0
1987,2018.0,1,0,1248.0,74,5.5
1988,2012.0,1,0,2179.0,90,19.25
1989,2012.0,1,0,1396.0,90,3.95
1990,2012.0,1,2,1248.0,73.75,4.25
1991,2018.0,1,0,1956.0,170,17.02
1992,2012.0,1,0,1248.0,88.76,6.5
1993,2011.0,1,0,1196.0,70,2.95
1994,2013.0,1,0,1364.0,86.79,7.12
1995,2018.0,0,0,1248.0,88.5,11.25
1996,2009.0,1,0,1497.0,118,2.75
1997,2015.0,1,0,2179.0,120,12.0
1998,2014.0,1,0,1197.0,81.86,3.67
1999,2001.0,1,0,2148.0,75,5.0
2000,2008.0,1,0,1390.0,75,2.3
2001,2008.0,1,0,1896.0,66,2.2
2002,2014.0,0,0,2987.0,224,41.0
2003,2016.0,0,0,1995.0,190,28.5
2004,2015.0,1,0,1598.0,103.2,5.49
2005,2013.0,0,2,1968.0,147.51,17.5
2006,2009.0,1,0,1399.0,68,1.99
2007,2016.0,1,0,1582.0,126.3,6.64
2008,2017.0,1,0,2393.0,147.8,16.5
2009,2016.0,1,0,1197.0,82,5.0
2010,2017.0,1,0,1198.0,73.75,5.4
2011,2017.0,1,0,799.0,53.3,2.99
2012,2011.0,1,0,1497.0,118,4.1
2013,2018.0,0,0,1197.0,81.86,6.76
2014,2016.0,1,2,999.0,75,5.5
2015,2014.0,1,0,1248.0,74,5.99
2016,2012.0,1,0,1461.0,84.8,2.59
2017,2013.0,0,0,2179.0,187.7,26.75
2018,2016.0,1,0,1248.0,88.5,8.5
2019,2011.0,0,0,1968.0,167.6,23.0
2020,2014.0,1,0,1196.0,70.02,3.35
2021,2012.0,0,2,2199.0,194.3,10.75
2022,2013.0,1,0,2179.0,120,6.29
2023,2014.0,1,0,1461.0,108.45,7.75
2024,2012.0,0,0,1968.0,140.8,13.5
2025,2013.0,1,0,1196.0,73,3.75
2026,2011.0,1,2,2498.0,112,3.75
2027,2006.0,1,2,998.0,67.1,1.5
2028,2005.0,1,0,1061.0,64,1.45
2029,2013.0,1,0,1586.0,103.3,4.12
2030,2016.0,1,0,2393.0,147.8,17.11
2031,2015.0,1,2,2494.0,100.6,10.25
2032,2011.0,1,0,1199.0,73.9,2.49
2033,2015.0,1,2,1496.0,88.73,3.85
2034,2014.0,1,0,1498.0,89.84,6.25
2035,2015.0,1,0,1120.0,70,4.88
2036,2016.0,0,0,1497.0,117.3,9.45
2037,2007.0,1,2,2494.0,102,4.8
2038,2012.0,1,0,814.0,55.2,1.99
2039,2010.0,1,0,1197.0,78.9,2.8
2040,2011.0,0,2,1796.0,185,22.0
2041,2012.0,1,0,2523.0,62.1,4.3
2042,2014.0,0,0,1968.0,138.1,9.75
2043,2015.0,1,0,1197.0,81.8,5.9
2044,2013.0,0,0,1968.0,147.51,14.5
2045,2009.0,1,2,1399.0,68,2.4
2046,2008.0,1,2,1586.0,104.68,2.11
2047,2017.0,0,0,1197.0,82,7.6
2048,2012.0,0,0,1197.0,85.8,3.6
2049,2013.0,1,0,2179.0,120,6.0
2050,2014.0,1,0,2179.0,120,7.45
2051,2011.0,1,0,796.0,46.3,2.1
2052,2013.0,1,2,1461.0,108.45,5.2
2053,2009.0,1,0,2498.0,81.8,6.99
2054,2017.0,1,0,1197.0,81.8,6.36
2055,2015.0,1,0,2494.0,100.6,11.62
2056,2015.0,0,2,2993.0,261.49,43.6
2057,2009.0,1,2,1991.0,142,4.9
2058,2015.0,1,0,1461.0,108.45,6.7
2059,2013.0,1,0,998.0,67.04,3.05
2060,2014.0,0,0,1968.0,174.33,25.0
