,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage (kmpl),Engine (CC),Power (bhp),Seats,Price
1031,131,10,2012.0,80000.0,4,0,0,11.3,1995.0,150,5.0,9.5
1032,1428,7,2016.0,3102.0,1,1,0,20.4,1461.0,108.45,5.0,14.01
1033,668,3,2016.0,14656.0,1,0,0,24.4,1120.0,71,5.0,6.99
1034,74,5,2010.0,105000.0,1,0,2,13.2,1995.0,170,5.0,11.0
1035,103,5,2008.0,61000.0,4,0,2,10.8,2497.0,215,5.0,11.0
1036,1381,10,2010.0,85046.0,4,1,2,18.1,1198.0,75,5.0,2.3
1037,779,4,2014.0,48000.0,1,0,0,16.4,2179.0,187.7,5.0,26.5
1038,825,1,2011.0,55000.0,1,0,0,10.2,4367.0,308,7.0,67.0
1039,788,9,2017.0,4000.0,4,0,0,16.0,1368.0,160,5.0,17.75
1040,401,4,2010.0,94000.0,4,0,2,10.1,2354.0,152,5.0,4.8
1041,1165,3,2013.0,61110.0,4,1,0,18.6,1197.0,85.8,5.0,4.57
1042,668,2,2016.0,80000.0,1,1,0,24.4,1120.0,71,5.0,3.5
1043,1411,7,2015.0,43190.0,1,1,0,19.0,1461.0,108.5,5.0,7.61
1044,21,5,2015.0,45000.0,1,0,0,18.3,1968.0,187.74,5.0,25.0
1045,565,3,2016.0,44178.0,4,1,0,18.9,1197.0,82,5.0,5.88
1046,1747,5,2015.0,84415.0,1,1,0,13.0,2494.0,100.6,8.0,13.5
1047,714,8,2015.0,35000.0,4,1,0,18.5,1197.0,80,5.0,4.6
1048,245,8,2013.0,44000.0,1,1,0,22.8,1498.0,98.59,5.0,4.9
1049,419,5,2012.0,67635.0,4,1,0,17.0,1497.0,118,5.0,5.25
1050,242,3,2018.0,18385.0,4,0,0,14.8,1497.0,121.36,5.0,12.41
1051,1824,8,2014.0,35000.0,1,1,0,22.1,1199.0,73.9,5.0,3.8
1052,1318,9,2010.0,49000.0,1,0,0,19.3,2143.0,170,5.0,8.95
1053,257,5,2013.0,69000.0,1,1,0,22.7,1498.0,89.84,5.0,7.2
1054,1591,5,2017.0,23228.0,4,1,0,14.4,1396.0,65,5.0,4.5
1055,1129,4,2014.0,68462.0,1,1,0,26.6,1248.0,74,5.0,4.15
1056,1105,3,2016.0,74611.0,1,1,0,25.1,1248.0,88.5,5.0,7.94
1057,1437,10,2014.0,90000.0,1,1,0,19.0,1461.0,108.45,5.0,7.25
1058,1207,4,2016.0,22000.0,4,1,0,18.9,998.0,67.1,5.0,3.7
1059,594,5,2010.0,58163.0,4,1,0,25.4,1086.0,62,5.0,2.45
1060,167,2,2011.0,109500.0,1,1,3,25.4,936.0,57.6,5.0,1.5
1061,920,4,2017.0,13363.0,1,1,0,16.0,1997.0,140,7.0,12.0
1062,692,4,2012.0,51000.0,4,1,2,19.8,1086.0,68.05,5.0,2.2
1063,1628,5,2007.0,103000.0,1,1,0,13.9,2179.0,138,7.0,3.6
1064,704,8,2009.0,43002.0,4,1,0,20.4,1197.0,78.9,5.0,1.92
1065,1779,1,2016.0,108000.0,1,0,0,11.4,2755.0,171.5,7.0,20.5
1066,1489,6,2013.0,82407.0,1,1,0,17.5,1896.0,106,5.0,4.25
1067,577,8,2013.0,29000.0,4,1,2,18.9,1197.0,82,5.0,3.2
1068,1719,10,2012.0,225000.0,1,1,2,23.6,1364.0,74,5.0,2.6
1069,1135,8,2014.0,45000.0,1,1,0,23.4,1248.0,74,5.0,3.85
1070,752,7,2010.0,93401.0,1,1,0,23.0,1396.0,90,5.0,3.48
1071,314,5,2017.0,95802.0,1,1,2,25.8,1498.0,99,5.0,4.55
1072,1059,10,2016.0,130000.0,1,1,0,25.5,1248.0,88.5,7.0,7.0
1073,1064,0,2013.0,67443.0,1,1,0,20.8,1248.0,88.8,7.0,5.75
1074,422,7,2016.0,47681.0,4,0,0,16.8,1497.0,116.3,5.0,8.73
1075,972,5,2009.0,35000.0,4,1,0,19.7,796.0,46.3,5.0,1.7
1076,270,5,2016.0,68000.0,1,0,0,10.9,3198.0,197,7.0,29.5
1077,1183,7,2019.0,34688.0,1,1,0,24.3,1248.0,88.5,5.0,10.49
1078,1415,8,2015.0,10512.0,4,0,0,8.6,2706.0,265,2.0,64.0
1079,1173,10,2016.0,58000.0,1,1,0,22.9,1248.0,74,5.0,7.55
1080,1665,9,2014.0,40000.0,4,1,0,17.6,1193.0,88.7,5.0,3.95
1081,717,1,2010.0,61000.0,4,1,1,17.0,1197.0,80,5.0,3.25
1082,1476,9,2009.0,86000.0,1,1,0,19.4,1422.0,70,5.0,2.75
1083,1689,8,2015.0,45000.0,1,1,0,21.4,1364.0,87.2,5.0,7.35
1084,1787,0,2017.0,55000.0,4,1,0,17.0,1198.0,73.75,5.0,4.7
1085,522,7,2016.0,36855.0,4,1,2,15.3,1591.0,121.3,5.0,8.77
1086,698,7,2013.0,46821.0,4,1,0,20.4,1197.0,78.9,5.0,3.42
1087,169,8,2015.0,120000.0,4,1,0,14.7,1199.0,270.9,5.0,2.5
1088,780,8,2012.0,29000.0,1,0,0,14.7,2993.0,270.9,5.0,20.0
1089,1402,9,2014.0,40000.0,4,1,0,13.2,1598.0,102.5,5.0,5.25
1090,42,4,2013.0,60000.0,1,0,2,15.7,1968.0,174.33,5.0,14.5
1091,689,9,2011.0,64984.0,4,0,0,17.0,1197.0,78.9,5.0,3.45
1092,966,10,2015.0,73204.0,4,0,0,24.1,998.0,67.1,5.0,3.3
1093,64,1,2014.0,50000.0,1,0,0,11.3,4134.0,335.2,7.0,51.0
1094,1180,8,2017.0,35000.0,1,1,0,24.3,1248.0,88.5,5.0,6.5
1095,526,5,2013.0,17729.0,4,1,0,21.1,814.0,55.2,5.0,3.65
1096,912,2,2012.0,97000.0,1,1,0,20.0,1497.0,115,5.0,7.25
1097,650,7,2014.0,89614.0,1,1,0,22.0,1582.0,126.2,5.0,6.01
1098,1207,8,2015.0,14000.0,4,1,0,18.9,998.0,67.1,5.0,2.8
1099,768,2,2012.0,50000.0,4,1,0,17.0,1197.0,80,5.0,4.0
1100,450,4,2014.0,62505.0,4,1,0,17.4,1497.0,117.3,5.0,5.95
1101,1759,2,2011.0,248000.0,1,1,2,12.8,2494.0,102,7.0,9.2
1102,652,10,2012.0,94900.0,1,1,0,16.8,1493.0,110,5.0,5.35
1103,1563,4,2017.0,55000.0,1,1,0,17.6,2179.0,153.86,7.0,12.0
1104,58,3,2015.0,53735.0,1,0,2,12.1,2967.0,241.4,7.0,38.94
1105,1207,3,2008.0,53934.0,4,1,2,18.9,998.0,67.1,5.0,2.69
1106,107,1,2013.0,58500.0,1,1,2,17.1,1995.0,218,5.0,27.5
1107,362,8,2014.0,48000.0,4,1,0,18.0,1198.0,86.7,5.0,2.75
1108,952,9,2016.0,24000.0,4,1,0,24.7,796.0,47.3,5.0,2.8
1109,636,9,2016.0,52001.0,4,1,0,17.0,1591.0,121.3,5.0,6.45
1110,1649,3,2018.0,9565.0,4,1,0,23.8,1199.0,84,5.0,5.88
1111,1151,10,2013.0,32953.0,4,1,0,18.6,1197.0,85.8,5.0,4.65
1112,528,6,2014.0,18000.0,4,1,0,21.1,814.0,55.2,5.0,2.5
1113,1272,7,2018.0,20446.0,4,0,0,12.6,1950.0,191.34,5.0,51.35
1114,760,5,2016.0,33016.0,1,1,0,22.5,1396.0,88.73,5.0,6.85
1115,1724,2,2012.0,48000.0,1,1,0,23.6,1364.0,67.05,5.0,5.25
1116,1690,3,2014.0,72022.0,1,1,0,21.4,1364.0,87.2,5.0,9.23
1117,1348,0,2014.0,34000.0,1,0,0,20.7,1496.0,113.98,5.0,22.0
1118,1821,5,2014.0,69000.0,1,1,0,20.1,1498.0,88.8,5.0,5.19
1119,1548,10,2009.0,108000.0,4,0,0,13.7,1798.0,157.75,5.0,4.35
1120,1251,5,2013.0,34700.0,1,0,0,10.0,2148.0,170,5.0,24.5
1121,1163,10,2015.0,79000.0,1,1,0,17.8,1248.0,75,5.0,5.75
1122,446,7,2016.0,58197.0,4,0,0,18.0,2979.0,321,5.0,9.19
1123,123,10,2008.0,66000.0,4,0,2,8.5,2979.0,321,5.0,10.75
1124,700,1,2009.0,60000.0,4,0,0,19.2,1197.0,80,5.0,2.99
1125,1135,8,2014.0,57000.0,1,1,0,26.6,1248.0,74,5.0,3.89
1126,444,3,2018.0,45555.0,1,1,0,26.0,1498.0,98.6,5.0,11.73
1127,1081,3,2016.0,55137.0,4,1,0,14.0,796.0,35,5.0,3.11
1128,1545,6,2014.0,93325.0,1,1,2,17.2,1968.0,138.1,5.0,14.45
1129,1057,0,2018.0,38000.0,1,1,0,24.5,1248.0,88.5,7.0,8.7
1130,569,7,2016.0,57738.0,1,1,0,24.0,1120.0,70,5.0,5.04
1131,1029,6,2017.0,38282.0,1,1,0,28.1,1248.0,88.5,5.0,8.5
1132,1318,4,2014.0,64000.0,1,0,0,19.3,2143.0,170,5.0,15.65
1133,210,9,2015.0,32000.0,1,1,0,20.5,1248.0,91.72,5.0,5.65
1134,1252,1,2010.0,83000.0,4,0,0,10.9,2497.0,204,5.0,16.5
1135,1225,0,2011.0,76000.0,0,1,0,26.3,998.0,67.1,5.0,2.0
1136,1855,10,2012.0,67200.0,4,1,0,15.0,1598.0,103.6,5.0,3.9
1137,79,6,2013.0,62655.0,1,0,0,18.9,1995.0,184,5.0,14.5
1138,108,1,2015.0,16900.0,1,0,0,14.7,2993.0,258,5.0,44.0
1139,558,4,2017.0,8471.0,4,1,0,18.9,1197.0,81.86,5.0,5.0
1140,1779,5,2016.0,69000.0,1,0,0,11.4,2755.0,171.5,5.0,19.75
1141,1435,3,2017.0,30090.0,1,0,0,19.6,1461.0,108.45,5.0,11.44
1142,1580,2,2011.0,120000.0,1,1,0,18.0,1248.0,75,5.0,1.75
1143,1160,1,2013.0,23000.0,1,1,0,17.8,1248.0,185,5.0,5.6
1144,1249,7,2016.0,35939.0,4,1,0,12.3,1796.0,185,5.0,30.42
1145,925,3,2013.0,116694.0,1,1,0,15.1,2179.0,140,7.0,9.57
1146,833,9,2016.0,40448.0,1,1,0,16.0,2523.0,62.1,7.0,3.5
1147,1182,3,2018.0,64456.0,1,1,0,24.3,1248.0,88.5,5.0,10.46
1148,210,10,2014.0,52782.0,1,1,0,20.5,1248.0,91.72,5.0,4.85
1149,365,7,2016.0,51672.0,4,1,0,19.5,1199.0,88.76,5.0,5.68
1150,1548,9,2015.0,56073.0,4,0,0,13.7,1798.0,157.75,5.0,13.25
1151,780,1,2011.0,65000.0,1,0,0,14.7,2993.0,270.9,5.0,16.0
1152,1213,2,2013.0,79000.0,4,1,0,18.9,998.0,67.1,5.0,3.0
1153,604,8,2007.0,43206.0,4,1,0,17.0,1086.0,138.1,5.0,0.99
1154,1698,9,2010.0,70200.0,4,0,0,14.5,1798.0,138.1,5.0,5.0
1155,1170,4,2016.0,42000.0,4,1,0,16.1,1197.0,85,5.0,4.75
1156,1817,1,2014.0,62000.0,4,1,0,16.5,1197.0,74,5.0,5.35
1157,557,5,2017.0,20000.0,4,1,3,18.9,1197.0,81.86,5.0,5.98
1158,1112,2,2011.0,80000.0,1,1,3,21.5,1248.0,88.8,5.0,3.5
1159,558,7,2018.0,50234.0,4,1,0,18.9,1197.0,81.86,5.0,4.77
1160,983,4,2016.0,50003.0,4,1,0,21.4,1197.0,83.1,5.0,5.45
1161,1656,0,2018.0,1000.0,4,0,0,20.3,1199.0,84,5.0,6.85
1162,1128,6,2016.0,54897.0,1,0,0,26.6,1248.0,74,5.0,7.3
1163,1566,10,2007.0,108995.0,4,1,0,15.3,1193.0,65.3,5.0,1.25
1164,1108,2,2015.0,73000.0,1,1,0,22.7,1598.0,118,5.0,8.25
1165,1166,0,2008.0,65000.0,4,1,0,16.1,1298.0,88.2,5.0,2.71
1166,681,8,2016.0,32000.0,4,1,0,19.1,1197.0,82,5.0,3.6
1167,714,0,2010.0,65000.0,4,1,0,18.5,1197.0,80,5.0,3.0
1168,1005,5,2016.0,21600.0,4,0,0,23.1,998.0,67.04,5.0,4.65
1169,1322,9,2010.0,39000.0,1,0,0,14.8,2143.0,170,5.0,9.5
1170,1140,9,2011.0,58075.0,4,1,0,17.5,1298.0,85.8,5.0,2.95
1171,1857,9,2011.0,58000.0,4,1,0,15.0,1598.0,103.6,5.0,3.0
1172,1173,5,2015.0,58000.0,1,1,0,25.2,1248.0,74,5.0,5.95
1173,1698,4,2008.0,89000.0,4,0,0,14.5,1798.0,138.1,5.0,4.0
1174,466,4,2008.0,72000.0,4,1,0,13.5,1799.0,130,5.0,2.5
1175,250,8,2017.0,1800.0,4,0,0,16.1,1499.0,110.4,5.0,11.37
1176,221,10,2010.0,172050.0,1,1,2,19.0,1248.0,93,5.0,2.25
1177,691,6,2013.0,46230.0,4,1,0,19.8,1086.0,68.05,5.0,3.1
1178,1873,7,2014.0,86925.0,1,0,0,11.2,2400.0,215,5.0,17.18
1179,710,6,2018.0,5000.0,4,1,0,18.6,1197.0,81.83,5.0,6.5
1180,435,0,2014.0,66000.0,1,1,0,26.0,1498.0,98.6,5.0,5.7
1181,1764,0,2013.0,119000.0,1,1,0,13.0,2494.0,100,8.0,8.0
1182,1459,2,2016.0,45000.0,4,1,0,25.2,799.0,53.3,5.0,2.6
1183,950,5,2009.0,66149.0,4,1,0,19.0,998.0,66.1,5.0,2.45
1184,1239,7,2014.0,42070.0,4,0,0,14.8,1595.0,120.7,5.0,11.57
1185,1197,8,2012.0,35503.0,1,1,0,18.9,998.0,67.1,5.0,2.3
1186,1160,6,2016.0,41460.0,1,1,0,25.2,1248.0,74,5.0,5.9
1187,661,9,2015.0,40600.0,4,0,0,17.0,1591.0,121.3,5.0,7.2
1188,647,0,2013.0,87000.0,1,0,0,22.0,1582.0,126.2,5.0,5.9
1189,428,2,2014.0,30000.0,4,1,2,16.8,1497.0,116.3,5.0,6.0
1190,702,8,2010.0,27089.0,4,1,0,16.0,1086.0,66.7,5.0,1.95
1191,1713,3,2016.0,53702.0,1,1,0,23.6,1364.0,67.04,5.0,6.55
1192,1862,5,2015.0,51000.0,1,0,0,27.0,1969.0,190,5.0,25.0
1193,326,8,2012.0,36542.0,1,1,0,20.0,1399.0,68.05,5.0,2.65
1194,1263,9,2017.0,15000.0,1,0,0,13.0,2987.0,265,5.0,69.5
1195,79,2,2012.0,65000.0,1,0,0,22.7,796.0,190,5.0,14.0
1196,958,10,2014.0,32000.0,4,1,2,22.7,796.0,47.3,5.0,2.1
1197,1773,5,2017.0,24393.0,1,1,0,13.7,2393.0,147.8,7.0,20.4
1198,1815,5,2019.0,1000.0,4,1,0,18.8,999.0,75,5.0,5.68
1199,1402,9,2014.0,28238.0,4,1,0,13.2,1598.0,102.5,5.0,5.55
1200,1369,9,2013.0,59000.0,1,1,0,13.5,2477.0,175.56,7.0,12.75
1201,467,9,2012.0,92000.0,4,1,2,14.8,1799.0,130.2,5.0,3.35
1202,956,8,2013.0,56840.0,4,1,0,22.7,796.0,47.3,5.0,1.55
1203,1848,3,2013.0,62746.0,1,1,2,20.5,1598.0,103.6,5.0,5.9
1204,805,5,2012.0,96000.0,1,0,0,12.4,2179.0,187.74,5.0,18.98
1205,399,9,2014.0,24000.0,4,1,0,13.7,1997.0,153.86,5.0,11.51
1206,1059,9,2016.0,54000.0,1,1,0,20.8,1248.0,88.76,7.0,7.75
1207,1752,2,2016.0,90000.0,1,1,0,13.0,2494.0,100.6,7.0,13.9
1208,1610,8,2010.0,40000.0,4,1,0,15.0,1368.0,90,5.0,1.35
1209,61,9,2015.0,65938.0,1,0,2,12.1,2967.0,241.4,7.0,38.0
1210,638,9,2017.0,16100.0,4,0,0,17.1,1591.0,121.4,5.0,11.6
1211,1837,5,2017.0,3600.0,1,0,0,21.5,1498.0,108.5,5.0,12.25
1212,419,6,2011.0,52000.0,4,1,0,17.0,1497.0,118,5.0,3.8
1213,329,9,2014.0,54000.0,1,1,0,20.0,1399.0,88.7,5.0,3.25
1214,476,9,2016.0,15399.0,4,1,0,18.7,1199.0,88.7,5.0,6.4
1215,1832,1,2012.0,75000.0,4,1,2,16.5,1198.0,73.9,5.0,3.95
1216,458,4,2010.0,76752.0,4,1,0,17.4,1497.0,117.3,5.0,3.57
1217,433,9,2005.0,56000.0,4,1,2,17.7,1497.0,78,5.0,1.25
1218,1200,10,2015.0,70000.0,0,1,0,26.2,998.0,58.2,5.0,3.65
1219,404,8,2013.0,46125.0,4,0,2,12.0,2354.0,187.4,5.0,12.5
1220,105,0,2014.0,35000.0,1,0,2,18.1,1995.0,190,5.0,23.0
1221,0,2,2003.0,80000.0,1,1,3,12.8,1489.0,35.5,5.0,1.35
1222,891,3,2012.0,62729.0,1,1,0,12.1,2179.0,120,8.0,6.32
1223,1847,8,2012.0,34000.0,1,1,0,20.5,1598.0,103.6,5.0,3.4
1224,1231,6,1999.0,70000.0,4,1,2,17.3,993.0,60,5.0,0.77
1225,944,6,2009.0,32000.0,4,1,0,16.1,796.0,37,4.0,0.9
1226,1684,4,2017.0,21000.0,4,0,0,14.3,1798.0,138.03,5.0,18.0
1227,88,10,2013.0,49000.0,4,0,0,14.6,1997.0,245,5.0,19.0
1228,340,2,2007.0,40000.0,4,1,3,13.8,1299.0,70,5.0,1.1
1229,170,10,2012.0,78000.0,4,1,2,18.6,1199.0,79.4,5.0,2.0
1230,1677,0,2012.0,52000.0,1,1,0,21.4,1364.0,86.79,5.0,6.5
1231,919,1,2014.0,65213.0,1,1,0,16.0,2179.0,140,7.0,9.45
1232,667,9,2016.0,170000.0,1,1,0,24.4,1120.0,71,5.0,4.0
1233,1261,7,2017.0,36884.0,1,0,0,20.4,2143.0,204,5.0,32.25
1234,704,10,2009.0,62500.0,4,1,0,20.4,1197.0,78.9,5.0,2.1
1235,1699,9,2015.0,68000.0,4,0,2,14.3,1798.0,138.03,5.0,9.75
1236,1676,8,2014.0,40748.0,4,1,0,14.5,1798.0,138,5.0,6.3
1237,41,5,2013.0,60000.0,1,0,0,17.3,1968.0,184,5.0,21.0
1238,763,9,2014.0,12400.0,1,1,0,21.9,1396.0,88.8,5.0,4.65
1239,1325,9,2013.0,87000.0,1,0,2,19.3,2143.0,167.62,5.0,17.0
1240,1092,10,2013.0,20248.0,1,1,0,21.1,1248.0,73.9,5.0,4.35
1241,518,3,2017.0,52383.0,1,1,0,19.7,1582.0,126.2,5.0,14.82
1242,775,4,2018.0,1000.0,1,0,0,13.6,1999.0,177,5.0,40.0
1243,930,2,2016.0,85000.0,1,1,0,15.0,2489.0,93.7,7.0,6.15
1244,1745,0,2014.0,47000.0,1,1,0,13.0,2494.0,100.6,7.0,11.25
1245,1670,10,2018.0,17585.0,4,0,0,19.2,2494.0,157.7,5.0,32.0
1246,54,3,2018.0,32496.0,1,0,0,13.2,2967.0,241.4,5.0,45.62
1247,1159,7,2017.0,34613.0,1,1,0,28.4,1248.0,74,5.0,6.24
1248,1060,2,2015.0,153000.0,1,1,0,20.8,1248.0,88.76,7.0,4.8
1249,1170,2,2014.0,54000.0,4,1,2,16.1,1197.0,85,5.0,4.5
1250,704,7,2015.0,16900.0,4,1,0,20.4,1197.0,78.9,5.0,3.87
1251,704,4,2013.0,62334.0,4,1,0,20.4,1197.0,78.9,5.0,2.75
1252,991,7,2018.0,23714.0,4,1,0,21.4,1197.0,83.1,5.0,6.57
1253,501,6,2010.0,52325.0,4,1,0,16.4,1495.0,93.7,5.0,2.0
1254,391,0,2012.0,50000.0,4,1,0,19.4,1198.0,86.8,5.0,3.65
1255,1173,5,2016.0,55746.0,1,1,0,22.9,1248.0,74,5.0,6.95
1256,685,1,2014.0,54000.0,4,1,0,20.1,1197.0,81.86,5.0,5.5
1257,924,8,2013.0,43000.0,1,1,0,16.0,2179.0,140,7.0,7.0
1258,1274,4,2014.0,40000.0,1,0,0,13.0,2143.0,201.1,5.0,24.0
1259,809,1,2010.0,125000.0,1,0,2,19.3,2179.0,115,5.0,11.0
1260,1318,1,2016.0,51944.0,1,0,0,19.3,2143.0,170,5.0,32.5
1261,751,7,2015.0,46950.0,1,1,0,21.3,1396.0,88.76,5.0,6.45
1262,1504,9,2015.0,23000.0,1,0,0,19.3,1968.0,141,5.0,15.75
1263,419,9,2014.0,54546.0,4,1,0,17.0,1497.0,118,5.0,5.5
1264,1733,7,2015.0,51535.0,1,0,0,12.6,2982.0,168.5,7.0,19.03
1265,41,8,2013.0,45000.0,1,0,0,17.3,1968.0,184,5.0,15.25
1266,960,5,2012.0,46004.0,4,1,0,20.9,998.0,67.1,5.0,2.4
1267,1601,2,2011.0,124000.0,1,1,0,23.0,1396.0,69,5.0,2.3
1268,8,7,2014.0,77395.0,1,0,0,17.1,1968.0,174.33,5.0,14.35
1269,951,9,2018.0,10600.0,0,1,0,33.4,796.0,40.3,4.0,3.5
1270,456,7,2018.0,22974.0,4,0,0,18.0,1497.0,117.3,5.0,11.97
1271,587,6,2009.0,89000.0,4,1,2,14.2,999.0,174.5,5.0,1.6
1272,1729,0,2015.0,65012.0,1,1,0,14.2,2755.0,174.5,7.0,18.9
1273,577,0,2017.0,17125.0,4,1,0,18.9,1197.0,82,5.0,5.4
1274,1051,5,2015.0,90413.0,4,1,0,15.1,1196.0,73,7.0,2.95
1275,1832,1,2013.0,37000.0,4,1,0,16.5,1198.0,73.9,5.0,5.1
1276,1203,6,2006.0,65000.0,4,1,0,18.9,1061.0,67,5.0,1.5
1277,423,1,2011.0,66000.0,4,1,0,17.0,1497.0,118,5.0,4.9
1278,467,9,2010.0,86000.0,4,1,0,14.8,1799.0,130.2,5.0,2.9
1279,414,10,2005.0,98437.0,4,1,0,13.0,1493.0,100,5.0,1.15
1280,714,8,2010.0,18000.0,4,1,0,18.5,1197.0,80,5.0,2.3
1281,572,7,2018.0,35070.0,1,1,0,24.0,1120.0,70,5.0,5.99
1282,1856,10,2011.0,42000.0,4,0,3,14.4,1598.0,103.6,5.0,3.4
1283,706,8,2009.0,40000.0,4,1,0,20.4,1197.0,78.9,5.0,1.7
1284,747,8,2009.0,43000.0,4,1,0,17.0,1197.0,80,5.0,1.99
1285,169,10,2012.0,65000.0,4,1,0,18.6,1199.0,79.4,5.0,2.5
1286,1824,5,2013.0,74000.0,1,1,0,22.1,1199.0,73.9,5.0,4.85
1287,332,5,2010.0,51192.0,4,1,0,15.6,1196.0,70,5.0,2.65
1288,68,7,2014.0,14262.0,4,0,0,9.9,1984.0,207.8,2.0,27.35
1289,438,6,2015.0,66339.0,1,1,2,25.1,1498.0,98.6,5.0,6.9
1290,329,5,2013.0,90200.0,1,1,0,20.0,1399.0,68.05,5.0,3.5
1291,1767,4,2015.0,57854.0,4,1,0,19.1,2494.0,100.6,7.0,12.5
1292,1018,4,2017.0,32000.0,4,0,0,19.1,1373.0,91.1,5.0,9.2
1293,563,9,2015.0,29631.0,4,0,0,18.9,1197.0,82,5.0,4.9
1294,410,4,2009.0,55005.0,4,1,0,12.8,999.0,123.24,5.0,3.2
1295,237,7,2014.0,54173.0,4,1,0,18.9,999.0,123.24,5.0,5.55
1296,1498,0,2014.0,50000.0,4,0,0,14.7,1798.0,177.6,5.0,13.5
1297,220,8,2010.0,145000.0,1,1,0,20.4,1248.0,91.7,5.0,2.6
1298,1157,6,2015.0,78000.0,4,1,0,16.1,1298.0,88.2,5.0,4.5
1299,797,4,2013.0,65000.0,1,0,2,11.8,2993.0,180,7.0,34.0
1300,1759,5,2012.0,120000.0,1,1,0,12.8,2494.0,102,7.0,12.0
1301,1147,9,2015.0,14000.0,1,1,0,28.4,1248.0,74,5.0,5.25
1302,28,7,2014.0,57456.0,1,0,0,17.7,1968.0,174.33,5.0,21.56
1303,109,3,2012.0,44450.0,1,0,0,22.5,1995.0,190,5.0,24.68
1304,762,4,2013.0,63777.0,4,1,0,18.5,1197.0,82.9,5.0,3.67
1305,130,9,2016.0,31000.0,1,0,0,17.1,1995.0,190,5.0,29.5
1306,1709,4,2012.0,60000.0,4,1,0,17.6,1496.0,88.73,5.0,3.1
1307,1594,0,2015.0,78008.0,1,1,0,17.0,1405.0,70,5.0,2.9
1308,1299,1,2014.0,33000.0,1,0,2,11.0,2987.0,165,5.0,43.0
1309,1796,9,2009.0,27078.0,4,0,0,11.0,1984.0,114.4,4.0,15.95
1310,1827,5,2011.0,57275.0,1,1,0,19.7,1598.0,103.6,5.0,4.5
1311,569,4,2014.0,45000.0,1,1,0,24.0,1120.0,70,5.0,3.49
1312,1160,4,2008.0,57319.0,1,1,0,25.2,1248.0,74,5.0,4.25
1313,646,2,2008.0,121097.0,1,1,2,24.0,1396.0,88.76,5.0,1.9
1314,97,9,2011.0,89000.0,1,0,0,16.7,1995.0,218,5.0,16.57
1315,419,1,2012.0,72000.0,4,1,0,17.0,1497.0,118,5.0,5.75
1316,7,4,2013.0,36000.0,1,0,2,16.6,1968.0,147.51,5.0,14.0
1317,218,6,2013.0,86000.0,1,1,2,19.5,1248.0,75,5.0,2.5
1318,411,0,2002.0,85000.0,4,1,0,13.0,1343.0,90,5.0,1.2
1319,224,10,2005.0,120000.0,4,1,2,15.5,1242.0,190,5.0,0.85
1320,79,7,2013.0,37613.0,1,0,0,22.7,1995.0,190,5.0,13.95
1321,279,2,2007.0,100000.0,4,1,0,16.6,1388.0,68,5.0,1.6
1322,1625,3,2016.0,5240.0,4,0,0,21.9,624.0,37.48,4.0,3.6
1323,1049,9,2018.0,20000.0,0,1,0,15.1,1196.0,73,5.0,4.5
1324,1076,3,2019.0,16862.0,4,1,0,20.9,1197.0,81.8,5.0,6.06
1325,1146,3,2013.0,59254.0,4,1,2,17.5,1298.0,85.8,5.0,5.29
1326,257,6,2014.0,60000.0,1,1,0,22.7,1498.0,89.84,5.0,5.75
1327,1121,5,2015.0,50295.0,4,1,0,16.1,1197.0,85.8,5.0,5.8
1328,1138,3,2014.0,47674.0,4,1,0,19.1,1197.0,85.8,5.0,5.72
1329,708,7,2014.0,61517.0,4,0,0,17.0,1197.0,78.9,5.0,4.39
1330,921,3,2016.0,62946.0,1,1,0,15.1,2179.0,140,7.0,11.05
1331,760,4,2015.0,66823.0,1,1,2,22.5,1396.0,88.73,5.0,4.83
1332,1188,10,2013.0,79494.0,0,1,0,33.5,998.0,67.04,5.0,2.96
1333,751,2,2012.0,107000.0,1,1,2,21.3,1396.0,88.76,5.0,4.5
1334,125,9,2011.0,24000.0,4,0,2,16.5,2993.0,258,5.0,19.5
1335,1526,9,2017.0,24000.0,4,0,0,14.3,1598.0,103.52,5.0,8.75
1336,66,9,2016.0,20002.0,1,0,0,14.8,2967.0,245,7.0,67.0
1337,451,7,2016.0,54317.0,4,1,0,17.4,1497.0,117.3,5.0,8.4
1338,681,9,2016.0,10200.0,4,1,0,19.1,1197.0,82,5.0,4.99
1339,440,3,2016.0,24337.0,1,1,0,26.0,1498.0,98.6,5.0,8.18
1340,393,10,2012.0,79000.0,4,1,0,18.4,1198.0,86.8,5.0,2.9
1341,1033,6,2015.0,40500.0,1,1,0,28.1,1248.0,88.5,5.0,7.1
1342,1136,10,2016.0,23000.0,1,1,0,26.6,1248.0,74,5.0,7.05
1343,403,10,2015.0,63050.0,4,0,0,11.1,2354.0,158.8,5.0,17.5
1344,1685,9,2008.0,78000.0,4,0,2,14.5,1794.0,138.1,5.0,3.41
1345,992,10,2005.0,70000.0,4,1,0,17.0,1590.0,118,5.0,1.3
1346,423,3,2012.0,66245.0,4,1,0,17.0,1497.0,118,5.0,5.68
1347,876,1,2007.0,74112.0,1,1,0,12.1,2179.0,120,9.0,4.1
1348,1478,4,2011.0,87670.0,4,1,0,13.4,1798.0,157.8,5.0,4.0
1349,85,5,2015.0,10000.0,1,0,0,18.9,1995.0,184,5.0,30.0
