CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1997,8.72045298
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1997,1.605031296
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1997,30.90631138
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1994,1499.984092
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,10.06624348
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2009,3875.822095
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1999,26.8088741
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1999,12.20107884
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2000,8.879883555
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2000,41.17535301
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,1757.011974
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2000,21.35423872
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1999,1580.957569
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2000,58.60671743
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2000,7.456331746
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2000,1.346608219
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1994,2.051928094
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1994,12.35938602
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1994,29.07764731
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1994,48.96274558
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2000,24.59809886
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2009,35.37165079
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1999,23.68391281
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1999,10.8564076
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2009,35.95267761
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2009,51.60473704
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1993,1797.541804
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1993,21.783877
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1993,12.09707289
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,9.765767743
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1999,48.00040618
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2002,35.50453435
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2002,25.62963304
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2002,52.06833115
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2002,1.320432191
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2002,1.258470687
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1995,1.893962306
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1999,9.172008959
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2002,1774.292021
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1999,1.406395926
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2013,47.79220494
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2012,51.25972059
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2011,52.71284496
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2011,28.6039269
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,5447.403976
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2011,38.78811891
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2011,8.615298363
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1991,10.167058
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1991,29.11782217
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1991,1721.582067
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1991,23.59976454
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,12.12684642
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1996,11.76669856
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1996,29.76044833
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2012,1.948088888
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1998,1.491654077
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2011,18.34299921
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1998,9.909318814
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1996,23.94469955
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1996,51.23046342
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1996,24.02190407
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1996,9.03892537
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1996,1.740690739
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1998,-3.131088697
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1998,46.14701934
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1992,25.31959428
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1992,1766.065919
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1992,23.86948996
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1992,49.71593621
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1992,21.92611453
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1992,12.31277714
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1998,22.51609655
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1996,1596.006859
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,1998,1588.421338
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2006,1.436792867
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1991,2.447059768
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2012,28.4543187
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2012,5583.61616
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2012,36.89259527
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2012,9.395778166
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2007,1.507551588
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2007,6.395344305
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2007,58.57163983
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2007,24.86996314
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2007,3939.559939
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2007,47.06816283
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2007,7.6884525
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2008,1.589910176
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2008,15.76276917
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2006,7.745495309
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2006,10.54669584
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2006,48.8106877
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2008,59.45751688
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2008,28.71117646
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2006,21.9193264
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2006,60.4646529
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2004,9.903523044
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2004,40.05322586
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2004,2600.00652
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2004,25.6481992
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2004,54.86524429
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2004,12.24762432
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2004,1.295295915
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,4912.251941
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2008,47.97334517
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2008,6.680704895
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2006,3467.54474
Algeria,DZA,Population growth (annual %),SP.POP.GROW,1992,2.332446637
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2012,7.556402233
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1991,53.78860417
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1991,53.15844693
Algeria,DZA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,-0.412084656
Algeria,DZA,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2014,45.65004874
Algeria,DZA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2014,31.98122984
Algeria,DZA,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1991,11.44609737
Algeria,DZA,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,5484.066806
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2014,30.52928467
Algeria,DZA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1998,22.57835401
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1998,12.53328136
Algeria,DZA,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2014,11.09494072
Algeria,DZA,Population growth (annual %),SP.POP.GROW,2014,1.940399184
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2003,1239.224287
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2001,13.99088479
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2014,29.10413457
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2014,9.914848273
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1993,35.56818489
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,1993,1.322667749
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2013,33.29629796
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2013,0.719263361
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2001,0.951233485
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1996,5.073623077
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1996,23.90758275
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1996,868.8751244
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1996,24.08069669
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1996,18.69939849
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2014,6240.403751
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2001,1008.37241
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2003,0.858961119
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1996,44.89085615
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2014,25.72229481
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2000,27.51976808
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2001,29.70635777
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1994,628.207293
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1993,528.9308053
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2001,36.19892344
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2001,3.541799458
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2008,11.04890164
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2001,43.66268984
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2001,26.91166468
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2008,31.97937105
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2008,45.61298426
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1993,22.85348285
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1993,43.67817043
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2014,41.64342954
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1993,5.733546983
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1994,18.98830286
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2014,0.727006999
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2000,1.003855476
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2000,36.59395151
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2000,3.079008535
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2000,44.26437651
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2000,955.565056
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2000,31.09081067
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2000,14.61667061
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2014,32.49993717
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2014,2.379492881
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1994,26.57872185
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2013,2.150755604
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1996,36.79147744
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,1996,1.225243229
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2012,5346.81082
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2012,28.19105576
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2012,43.51907603
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2012,2.565648795
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2012,34.38774896
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2012,0.713426236
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1995,19.03449109
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1995,26.20195572
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1995,765.7360998
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1995,25.62331867
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1995,44.37099533
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1995,5.740163115
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2012,30.58870036
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1995,36.38243621
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2013,27.24576846
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2013,5846.943959
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2013,29.56633173
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2013,10.16250207
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,1995,1.259351895
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2008,3073.25589
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2008,37.75374208
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2008,0.709330782
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2003,31.1306785
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2003,44.17176777
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2003,2.909484789
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2003,36.79876194
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2013,42.40389048
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2012,10.34322155
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2004,13.14523462
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2004,37.54129492
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2002,27.88730028
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2002,1105.90758
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2002,43.2164168
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1992,34.22127143
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1992,6.598731682
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1992,41.516438
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2002,30.62237829
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2009,10.70260039
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2009,30.1575916
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2002,13.52886237
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2008,7.807641539
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1992,22.22589619
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1992,494.7927685
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2009,3306.329688
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2009,25.84781772
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2009,44.48787268
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2009,1.974566904
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2009,35.74628941
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2009,0.6993534
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1992,22.70614871
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1992,20.7979775
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2004,0.827073513
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2004,37.02977867
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2004,4.263335199
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2004,44.53447145
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2004,35.18276948
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2004,1425.302733
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1994,26.52639236
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1994,43.75861231
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1998,7.487578422
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2002,35.98160872
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2010,32.17710564
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2010,10.42784019
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2002,0.900987436
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2006,38.07314281
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2006,4.631106095
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2006,46.08867067
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2006,35.16360283
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2006,1951.102125
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2006,41.54391861
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,1997,1.200045975
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,1997,37.20163615
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1997,4.386019413
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,1997,45.02003087
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,1997,23.62828888
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1997,889.0556621
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2006,11.0314498
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,1997,26.33295612
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1997,17.45111702
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2011,29.71489221
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,1992,1.392196171
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2007,40.52233548
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2010,3980.068815
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2010,28.98732219
East Asia & Pacific (developing only),EAP,Population growth (annual %),SP.POP.GROW,2005,0.805588671
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2010,44.54318104
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2011,4828.514418
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,1999,876.158992
East Asia & Pacific (developing only),EAP,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,2005,11.80494752
East Asia & Pacific (developing only),EAP,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,2005,40.27927538
East Asia & Pacific (developing only),EAP,GDP per capita (current US$),NY.GDP.PCAP.CD,2005,1634.458666
East Asia & Pacific (developing only),EAP,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,2005,35.91859478
East Asia & Pacific (developing only),EAP,"Industry, value added (% of GDP)",NV.IND.TOTL.ZS,2005,45.60883479
East Asia & Pacific (developing only),EAP,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,2005,5.828020679
East Asia & Pacific (developing only),EAP,"Manufacturing, value added (% of GDP)",NV.IND.MANF.ZS,2005,37.73261053
